s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
RES,12,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.98,Swift,3,6,9,DEF flat,CRate,4
ACC,5,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":3}",ATK%,17,"{""enchanted"":false,""gvalue"":6}",CRate,3,"{""enchanted"":true,""gvalue"":0}",FALSE,81.55,Swift,4,6,15,CDmg,,0
SPD,7,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",DEF flat,35,"{""enchanted"":false,""gvalue"":0}",CRate,18,"{""enchanted"":false,""gvalue"":0}",TRUE,83.33,Swift,5,6,12,HP flat,,0
SPD,9,"{""enchanted"":false,""gvalue"":3}",HP flat,716,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":false,""gvalue"":0}",DEF flat,33,"{""enchanted"":false,""gvalue"":0}",FALSE,75.21,Will,6,6,12,ACC,RES,7
CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,33,"{""enchanted"":false,""gvalue"":6}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":true,""gvalue"":2}",FALSE,97.32,Vampire,1,6,15,ATK flat,RES,8
HP%,20,"{""enchanted"":false,""gvalue"":6}",ATK%,19,"{""enchanted"":false,""gvalue"":5}",CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":true,""gvalue"":3}",FALSE,87.2,Guard,2,6,15,DEF%,,0
SPD,8,"{""enchanted"":false,""gvalue"":2}",CRate,4,"{""enchanted"":false,""gvalue"":0}",DEF%,32,"{""enchanted"":false,""gvalue"":6}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,89.29,Swift,3,6,15,DEF flat,HP%,8
CRate,8,"{""enchanted"":false,""gvalue"":0}",DEF flat,57,"{""enchanted"":false,""gvalue"":19}",SPD,13,"{""enchanted"":false,""gvalue"":2}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",FALSE,87.6,Guard,4,6,15,DEF%,RES,5
ATK%,21,"{""enchanted"":false,""gvalue"":6}",SPD,6,"{""enchanted"":false,""gvalue"":0}",DEF%,28,"{""enchanted"":false,""gvalue"":7}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,93.75,Guard,5,6,12,HP flat,,0
RES,11,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":5}",CRate,10,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":true,""gvalue"":0}",FALSE,76.79,Guard,6,6,15,DEF%,,0
SPD,17,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",RES,5,"{""enchanted"":false,""gvalue"":0}",TRUE,74.7,Guard,1,6,15,ATK flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",DEF flat,33,"{""enchanted"":false,""gvalue"":19}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,83.1,Guard,2,6,15,DEF%,SPD,6
ACC,6,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",DEF%,23,"{""enchanted"":false,""gvalue"":6}",RES,6,"{""enchanted"":false,""gvalue"":0}",FALSE,80.06,Guard,3,6,15,DEF flat,,0
SPD,19,"{""enchanted"":false,""gvalue"":3}",ACC,6,"{""enchanted"":true,""gvalue"":0}",DEF flat,30,"{""enchanted"":false,""gvalue"":16}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,75.17,Guard,4,6,15,DEF%,,0
SPD,16,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,21,"{""enchanted"":false,""gvalue"":7}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,88.99,Guard,5,6,15,HP flat,,0
ATK%,15,"{""enchanted"":true,""gvalue"":4}",SPD,18,"{""enchanted"":false,""gvalue"":0}",ACC,15,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,89.03,Guard,6,6,15,DEF%,,0
SPD,24,"{""enchanted"":false,""gvalue"":4}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":6}",FALSE,95.41,Blade,1,6,15,ATK flat,ATK%,8
CDmg,7,"{""enchanted"":false,""gvalue"":0}",HP flat,919,"{""enchanted"":false,""gvalue"":410}",RES,22,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":true,""gvalue"":5}",FALSE,85.54,Swift,2,6,15,SPD,,0
HP flat,346,"{""enchanted"":false,""gvalue"":0}",RES,16,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":0}",FALSE,75.91,Swift,3,6,12,DEF flat,,0
DEF%,15,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",DEF flat,18,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,73.45,Swift,5,6,12,HP flat,CRate,4
SPD,15,"{""enchanted"":false,""gvalue"":0}",DEF%,7,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.68,Swift,6,6,9,RES,HP%,6
SPD,11,"{""enchanted"":false,""gvalue"":1}",HP%,10,"{""enchanted"":false,""gvalue"":3}",ACC,17,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":true,""gvalue"":7}",FALSE,83.63,Guard,1,6,15,ATK flat,,0
CRate,4,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":4}",RES,6,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,77.98,Guard,2,6,15,DEF%,ATK%,6
DEF%,30,"{""enchanted"":false,""gvalue"":7}",ACC,7,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":true,""gvalue"":4}",RES,13,"{""enchanted"":false,""gvalue"":0}",FALSE,98.38,Nemesis,3,6,15,DEF flat,CDmg,6
SPD,12,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":false,""gvalue"":6}",HP flat,621,"{""enchanted"":false,""gvalue"":258}",DEF flat,16,"{""enchanted"":false,""gvalue"":0}",FALSE,74.84,Guard,4,6,15,DEF%,,0
DEF%,29,"{""enchanted"":false,""gvalue"":5}",ATK%,13,"{""enchanted"":false,""gvalue"":6}",SPD,10,"{""enchanted"":false,""gvalue"":4}",DEF flat,30,"{""enchanted"":true,""gvalue"":18}",FALSE,90.48,Violent,5,6,15,HP flat,,0
HP flat,757,"{""enchanted"":false,""gvalue"":412}",SPD,14,"{""enchanted"":false,""gvalue"":3}",ACC,13,"{""enchanted"":false,""gvalue"":0}",DEF flat,22,"{""enchanted"":true,""gvalue"":0}",FALSE,75.13,Guard,6,6,15,DEF%,,0
CDmg,7,"{""enchanted"":false,""gvalue"":0}",CRate,20,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":4}",ATK%,12,"{""enchanted"":true,""gvalue"":5}",FALSE,92.56,Rage,1,6,12,ATK flat,ACC,5
CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":false,""gvalue"":3}",SPD,21,"{""enchanted"":false,""gvalue"":3}",RES,7,"{""enchanted"":false,""gvalue"":0}",FALSE,90.95,Swift,2,6,15,ATK%,ATK flat,11
HP%,8,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",CRate,21,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,81.85,Will,3,6,12,DEF flat,RES,4
DEF%,13,"{""enchanted"":false,""gvalue"":7}",ATK%,30,"{""enchanted"":false,""gvalue"":7}",SPD,13,"{""enchanted"":false,""gvalue"":3}",ACC,6,"{""enchanted"":true,""gvalue"":0}",FALSE,102.08,Focus,4,6,15,CDmg,HP%,8
DEF%,12,"{""enchanted"":false,""gvalue"":7}",ATK%,13,"{""enchanted"":false,""gvalue"":6}",CRate,21,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":true,""gvalue"":3}",FALSE,98.81,Nemesis,5,6,12,HP flat,ATK flat,15
CRate,11,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":true,""gvalue"":7}",SPD,20,"{""enchanted"":false,""gvalue"":4}",FALSE,94.94,Fatal,6,6,15,ATK%,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",FALSE,79.29,Shield,1,6,12,ATK flat,,0
HP%,9,"{""enchanted"":false,""gvalue"":5}",ATK%,11,"{""enchanted"":false,""gvalue"":0}",RES,19,"{""enchanted"":false,""gvalue"":0}",DEF flat,14,"{""enchanted"":false,""gvalue"":0}",FALSE,70.48,Violent,2,5,15,SPD,,0
RES,10,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,64.16,Violent,3,5,12,DEF flat,,0
HP flat,475,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":2}",FALSE,70.26,Violent,4,5,15,HP%,CDmg,4
HP%,17,"{""enchanted"":false,""gvalue"":5}",DEF%,17,"{""enchanted"":false,""gvalue"":5}",SPD,18,"{""enchanted"":false,""gvalue"":3}",ATK%,15,"{""enchanted"":true,""gvalue"":6}",FALSE,100.89,Shield,5,6,15,HP flat,,0
SPD,7,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",ACC,18,"{""enchanted"":false,""gvalue"":0}",DEF flat,12,"{""enchanted"":false,""gvalue"":0}",FALSE,60.82,Violent,6,5,15,HP%,,0
CRate,9,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":8}",HP%,19,"{""enchanted"":false,""gvalue"":5}",CDmg,9,"{""enchanted"":true,""gvalue"":0}",FALSE,90.43,Rage,1,6,15,ATK flat,,0
HP flat,698,"{""enchanted"":false,""gvalue"":316}",ATK flat,35,"{""enchanted"":false,""gvalue"":0}",CRate,24,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",TRUE,83.43,Rage,2,6,15,ATK%,,0
CRate,14,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",SPD,7,"{""enchanted"":true,""gvalue"":4}",DEF%,15,"{""enchanted"":false,""gvalue"":7}",FALSE,88.39,Blade,3,6,12,DEF flat,,0
CRate,17,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":5}",SPD,10,"{""enchanted"":true,""gvalue"":4}",DEF%,13,"{""enchanted"":false,""gvalue"":8}",FALSE,93.75,Blade,4,6,15,CDmg,,0
HP%,15,"{""enchanted"":false,""gvalue"":9}",DEF%,19,"{""enchanted"":true,""gvalue"":8}",CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,26,"{""enchanted"":false,""gvalue"":6}",FALSE,104.4,Rage,5,6,12,HP flat,DEF flat,18
CDmg,12,"{""enchanted"":false,""gvalue"":0}",ATK flat,35,"{""enchanted"":false,""gvalue"":18}",HP%,20,"{""enchanted"":false,""gvalue"":5}",SPD,9,"{""enchanted"":true,""gvalue"":3}",FALSE,82.78,Rage,6,6,15,ATK%,,0
CDmg,20,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":true,""gvalue"":0}",FALSE,82.91,Rage,1,6,15,ATK flat,HP%,8
DEF flat,18,"{""enchanted"":false,""gvalue"":0}",ATK flat,56,"{""enchanted"":false,""gvalue"":20}",RES,5,"{""enchanted"":false,""gvalue"":0}",CRate,15,"{""enchanted"":false,""gvalue"":0}",FALSE,71.25,Rage,2,6,15,ATK%,,0
CRate,12,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",RES,22,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":2}",FALSE,83.93,Rage,3,6,12,DEF flat,,0
CRate,8,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":true,""gvalue"":4}",RES,4,"{""enchanted"":false,""gvalue"":0}",ATK%,31,"{""enchanted"":false,""gvalue"":9}",FALSE,88.39,Rage,4,6,15,CDmg,,0
CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":3}",ATK%,21,"{""enchanted"":false,""gvalue"":7}",CDmg,9,"{""enchanted"":true,""gvalue"":0}",FALSE,94.6,Swift,5,6,13,HP flat,,0
HP%,11,"{""enchanted"":false,""gvalue"":6}",CDmg,4,"{""enchanted"":true,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",FALSE,75.81,Despair,6,6,15,ATK%,,0
ATK%,16,"{""enchanted"":true,""gvalue"":5}",CDmg,19,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",FALSE,101.23,Blade,1,6,12,ATK flat,RES,7
CDmg,10,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,79.25,Blade,2,6,15,ATK%,SPD,4
RES,11,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",ACC,15,"{""enchanted"":false,""gvalue"":0}",HP%,9,"{""enchanted"":false,""gvalue"":4}",FALSE,84.14,Violent,3,6,15,DEF flat,CRate,5
DEF%,10,"{""enchanted"":false,""gvalue"":3}",CRate,14,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",SPD,1,"{""enchanted"":true,""gvalue"":0}",FALSE,69.64,Violent,4,6,15,CDmg,,0
CDmg,12,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":true,""gvalue"":5}",DEF flat,31,"{""enchanted"":false,""gvalue"":19}",FALSE,76.41,Violent,5,6,15,HP flat,,0
HP%,23,"{""enchanted"":false,""gvalue"":3}",SPD,11,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,89.91,Violent,6,6,15,ATK%,ATK flat,18
SPD,16,"{""enchanted"":false,""gvalue"":4}",HP%,24,"{""enchanted"":false,""gvalue"":5}",ATK%,13,"{""enchanted"":false,""gvalue"":6}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,97.24,Despair,1,6,15,ATK flat,CDmg,4
ATK%,10,"{""enchanted"":false,""gvalue"":0}",DEF%,20,"{""enchanted"":false,""gvalue"":0}",DEF flat,34,"{""enchanted"":false,""gvalue"":0}",HP%,17,"{""enchanted"":false,""gvalue"":0}",TRUE,83.75,Despair,2,6,15,SPD,,0
ACC,15,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":7}",FALSE,90.48,Despair,3,6,15,DEF flat,,0
DEF%,12,"{""enchanted"":false,""gvalue"":7}",SPD,13,"{""enchanted"":false,""gvalue"":3}",HP%,24,"{""enchanted"":false,""gvalue"":4}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,88.44,Nemesis,4,6,15,CRate,,0
ATK%,14,"{""enchanted"":true,""gvalue"":5}",SPD,8,"{""enchanted"":false,""gvalue"":3}",DEF%,20,"{""enchanted"":false,""gvalue"":6}",HP%,36,"{""enchanted"":false,""gvalue"":7}",FALSE,107.74,Swift,5,6,15,HP flat,,0
ATK%,15,"{""enchanted"":false,""gvalue"":5}",DEF%,25,"{""enchanted"":false,""gvalue"":7}",ACC,9,"{""enchanted"":true,""gvalue"":0}",CRate,9,"{""enchanted"":false,""gvalue"":0}",FALSE,92.99,Despair,6,6,15,HP%,HP flat,295
HP%,10,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",,0,{},TRUE,54.54,Rage,1,5,7,ATK flat,,0
RES,3,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,64.53,Rage,2,5,12,SPD,DEF flat,9
CRate,11,"{""enchanted"":false,""gvalue"":0}",ACC,10,"{""enchanted"":false,""gvalue"":0}",RES,16,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,79.17,Rage,3,6,15,DEF flat,,0
CRate,4,"{""enchanted"":true,""gvalue"":0}",ATK flat,23,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":2}",ATK%,17,"{""enchanted"":false,""gvalue"":0}",FALSE,58.42,Swift,4,5,15,CDmg,,0
RES,5,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,69.52,Energy,5,6,15,HP flat,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",ATK flat,30,"{""enchanted"":false,""gvalue"":0}",CDmg,15,"{""enchanted"":false,""gvalue"":0}",FALSE,67.09,Rage,6,6,9,HP%,,0
ATK%,25,"{""enchanted"":false,""gvalue"":6}",CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":true,""gvalue"":3}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,86.78,Vampire,1,6,15,ATK flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,84.86,Will,2,6,15,ATK%,SPD,6
SPD,8,"{""enchanted"":true,""gvalue"":3}",CRate,18,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",DEF%,10,"{""enchanted"":false,""gvalue"":4}",FALSE,84.8,Vampire,3,6,15,DEF flat,HP flat,324
ATK%,18,"{""enchanted"":false,""gvalue"":0}",CRate,7,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",TRUE,92.26,Vampire,4,6,15,CDmg,,0
ACC,5,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",SPD,26,"{""enchanted"":false,""gvalue"":4}",ATK%,12,"{""enchanted"":true,""gvalue"":6}",FALSE,87.97,Vampire,5,6,15,HP flat,,0
SPD,8,"{""enchanted"":false,""gvalue"":2}",CRate,17,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":true,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.85,Fatal,6,6,15,ATK%,,0
HP%,27,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,85.7,Rage,1,6,12,ATK flat,HP flat,137
CRate,9,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":4}",DEF%,34,"{""enchanted"":false,""gvalue"":7}",FALSE,93.75,Vampire,2,6,12,SPD,,0
DEF%,25,"{""enchanted"":false,""gvalue"":3}",HP%,8,"{""enchanted"":false,""gvalue"":3}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",FALSE,82.31,Will,3,6,12,DEF flat,SPD,4
SPD,18,"{""enchanted"":false,""gvalue"":3}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",ATK flat,16,"{""enchanted"":false,""gvalue"":0}",FALSE,84.11,Will,4,6,15,DEF%,,0
RES,14,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":true,""gvalue"":4}",SPD,16,"{""enchanted"":false,""gvalue"":2}",ACC,16,"{""enchanted"":false,""gvalue"":0}",FALSE,98.51,Will,5,6,15,HP flat,HP%,8
HP flat,449,"{""enchanted"":false,""gvalue"":0}",RES,11,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":false,""gvalue"":0}",FALSE,76.3,Will,6,6,15,HP%,,0
ACC,14,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":2}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,80.65,Will,1,6,12,ATK flat,,0
ATK%,14,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":false,""gvalue"":4}",ACC,10,"{""enchanted"":true,""gvalue"":0}",FALSE,84.52,Blade,2,6,15,SPD,,0
CRate,4,"{""enchanted"":false,""gvalue"":0}",ACC,16,"{""enchanted"":false,""gvalue"":0}",HP%,23,"{""enchanted"":false,""gvalue"":3}",SPD,6,"{""enchanted"":false,""gvalue"":0}",FALSE,89.58,Swift,3,6,15,DEF flat,DEF%,8
CDmg,20,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":true,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,79.04,Will,4,6,15,HP%,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,22,"{""enchanted"":false,""gvalue"":2}",RES,7,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":true,""gvalue"":0}",FALSE,80.65,Will,5,6,15,HP flat,,0
ATK%,14,"{""enchanted"":true,""gvalue"":5}",ACC,21,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":3}",DEF%,23,"{""enchanted"":false,""gvalue"":8}",FALSE,102.98,Will,6,6,15,HP%,,0
CRate,13,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":2}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,88.48,Violent,1,6,15,ATK flat,RES,5
ATK%,16,"{""enchanted"":false,""gvalue"":3}",RES,7,"{""enchanted"":true,""gvalue"":0}",ACC,19,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",FALSE,80.36,Violent,2,6,15,SPD,,0
RES,8,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP%,31,"{""enchanted"":false,""gvalue"":0}",HP flat,353,"{""enchanted"":false,""gvalue"":0}",FALSE,86.14,Will,3,6,15,DEF flat,DEF%,8
ATK%,20,"{""enchanted"":false,""gvalue"":7}",SPD,9,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":true,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",FALSE,90.18,Violent,4,6,15,CDmg,DEF%,8
HP%,19,"{""enchanted"":false,""gvalue"":7}",SPD,14,"{""enchanted"":true,""gvalue"":4}",ACC,13,"{""enchanted"":false,""gvalue"":0}",ATK%,28,"{""enchanted"":false,""gvalue"":6}",FALSE,110.42,Will,5,6,15,HP flat,DEF%,5
ATK%,15,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,20,"{""enchanted"":false,""gvalue"":0}",FALSE,76.43,Violent,6,6,15,DEF%,DEF flat,13
HP flat,600,"{""enchanted"":false,""gvalue"":360}",SPD,22,"{""enchanted"":false,""gvalue"":3}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.73,Swift,1,5,12,ATK flat,ACC,6
ACC,8,"{""enchanted"":true,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":0}",FALSE,65.9,Swift,2,5,15,SPD,,0
HP flat,992,"{""enchanted"":false,""gvalue"":441}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,27,"{""enchanted"":false,""gvalue"":5}",DEF%,13,"{""enchanted"":false,""gvalue"":6}",FALSE,96.05,Guard,3,6,15,DEF flat,,0
SPD,25,"{""enchanted"":false,""gvalue"":4}",CRate,4,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":true,""gvalue"":5}",ACC,12,"{""enchanted"":false,""gvalue"":0}",FALSE,91.67,Fatal,4,6,15,HP%,,0
SPD,20,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",TRUE,84.65,Swift,5,6,15,HP flat,,0
HP flat,254,"{""enchanted"":false,""gvalue"":0}",ATK%,26,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",FALSE,77.42,Swift,6,6,15,ACC,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",DEF%,23,"{""enchanted"":false,""gvalue"":7}",ACC,21,"{""enchanted"":false,""gvalue"":0}",HP flat,322,"{""enchanted"":false,""gvalue"":0}",FALSE,85.21,Focus,3,6,12,DEF flat,,0
CDmg,5,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":0}",HP flat,210,"{""enchanted"":false,""gvalue"":0}",FALSE,80.32,Rage,1,6,12,ATK flat,,0
