s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"CRate";11;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"HP flat";335;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"row_913";913;38042595713;95;95;"Seara *";"Seara *";false;83.25;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";15;"-";"-";"-";335;15;11;"Legend";83.25
"CRate";11;{"enchanted":false,"gvalue":0};"HP%";24;{"enchanted":false,"gvalue":6};"ATK%";19;{"enchanted":true,"gvalue":8};"CDmg";14;{"enchanted":false,"gvalue":0};"row_914";914;38308657989;95;95;"Seara *";"Seara *";false;101.49;"Focus";2;6;15;"SPD";42;"";0;0;"-";14;"-";"-";19;"-";"-";24;"-";"-";11;"Legend";101.49
"CRate";17;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":4};"CDmg";6;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":7};"row_915";915;35838949415;95;95;"Seara *";"Seara *";false;98.98;"Violent";3;6;15;"DEF flat";160;"ACC";4;0;"-";6;"-";"-";"-";12;"-";"-";"-";19;17;"Legend";98.98
"SPD";17;{"enchanted":false,"gvalue":3};"ACC";8;{"enchanted":true,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":7};"ATK%";18;{"enchanted":false,"gvalue":5};"row_916";916;34276724244;95;95;"Seara *";"Seara *";false;102.38;"Endure";4;6;12;"CRate";43;"HP%";7;0;"-";"-";"-";8;18;19;"-";"-";"-";17;"-";"Legend";102.38
"ACC";17;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":3};"HP%";17;{"enchanted":false,"gvalue":3};"ATK%";13;{"enchanted":false,"gvalue":6};"row_917";917;38175654128;95;95;"Seara *";"Seara *";false;99.4;"Violent";5;6;12;"HP flat";1800;"RES";7;0;"-";"-";"-";17;13;"-";"-";17;"-";13;"-";"Legend";99.4
"CRate";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK flat";36;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":true,"gvalue":6};"row_918";918;33734259803;95;95;"Seara *";"Seara *";false;86.79;"Violent";6;6;15;"ATK%";63;"ACC";8;0;"-";"-";36;"-";"-";"-";"-";14;"-";11;10;"Hero";86.79
"ATK%";11;{"enchanted":false,"gvalue":3};"SPD";20;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_919";919;37915094161;96;96;"Triana *";"Triana *";false;81.85;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";11;"-";"-";6;"-";20;6;"Hero";81.85
"CRate";14;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":5};"HP%";19;{"enchanted":false,"gvalue":4};"DEF%";12;{"enchanted":true,"gvalue":6};"row_920";920;37852854635;96;96;"Triana *";"Triana *";false;89.88;"Violent";2;6;15;"SPD";42;"";0;0;"-";"-";"-";"-";11;12;"-";19;"-";"-";14;"Hero";89.88
"DEF%";15;{"enchanted":false,"gvalue":4};"HP%";8;{"enchanted":false,"gvalue":3};"SPD";21;{"enchanted":false,"gvalue":3};"ACC";8;{"enchanted":true,"gvalue":0};"row_921";921;34187345069;96;96;"Triana *";"Triana *";false;88.39;"Violent";3;6;15;"DEF flat";160;"";0;0;"-";"-";"-";8;"-";15;"-";8;"-";21;"-";"Hero";88.39
"CRate";15;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":true,"gvalue":5};"SPD";11;{"enchanted":false,"gvalue":0};"row_922";922;38587686076;96;96;"Triana *";"Triana *";true;93.45;"Destroy";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";"-";15;"-";"-";15;"-";11;15;"Legend";93.45
"SPD";10;{"enchanted":false,"gvalue":4};"HP%";25;{"enchanted":false,"gvalue":6};"DEF%";23;{"enchanted":false,"gvalue":8};"ATK%";18;{"enchanted":true,"gvalue":7};"row_923";923;34510614419;96;96;"Triana *";"Triana *";false;106.55;"Destroy";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";"-";18;23;"-";25;"-";10;"-";"Hero";106.55
"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":4};"SPD";9;{"enchanted":true,"gvalue":3};"ACC";16;{"enchanted":false,"gvalue":0};"row_924";924;31075165287;96;96;"Triana *";"Triana *";false;83.33;"Violent";6;6;15;"HP%";63;"";0;0;"-";"-";"-";16;"-";12;"-";"-";"-";9;10;"Legend";83.33
"ACC";7;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":6};"CRate";18;{"enchanted":false,"gvalue":0};"row_925";925;35745267363;97;97;"Leo *";"Leo *";false;89.29;"Rage";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";7;"-";"-";"-";21;"-";"-";18;"Legend";89.29
"CDmg";20;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":4};"ATK%";20;{"enchanted":false,"gvalue":5};"RES";14;{"enchanted":false,"gvalue":0};"row_926";926;33094508306;97;97;"Leo *";"Leo *";false;95.41;"Guard";2;6;15;"HP%";63;"";0;0;14;20;"-";"-";20;10;"-";"-";"-";"-";"-";"Legend";95.41
"DEF%";13;{"enchanted":false,"gvalue":6};"CRate";23;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_927";927;38059693088;97;97;"Leo *";"Leo *";false;86.31;"Violent";3;6;12;"DEF flat";118;"";0;0;"-";7;"-";5;"-";13;"-";"-";"-";"-";23;"Hero";86.31
"ATK%";16;{"enchanted":false,"gvalue":3};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":4};"ACC";5;{"enchanted":false,"gvalue":0};"row_928";928;35041831302;97;97;"Leo *";"Leo *";false;86.31;"Violent";4;6;15;"CDmg";80;"RES";6;0;"-";"-";"-";5;16;"-";"-";23;"-";"-";5;"Hero";86.31
"CDmg";17;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_929";929;38191372825;97;97;"Leo *";"Leo *";false;76.28;"Violent";5;6;15;"HP flat";2448;"";0;0;7;17;"-";"-";"-";"-";"-";7;"-";"-";9;"Hero";76.28
"CRate";9;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"HP flat";325;{"enchanted":false,"gvalue":0};"row_930";930;38124028836;97;97;"Leo *";"Leo *";false;81.67;"Violent";6;6;15;"ACC";64;"RES";8;0;"-";"-";"-";"-";20;8;"-";"-";325;"-";9;"Hero";81.67
"HP%";27;{"enchanted":false,"gvalue":4};"RES";12;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":true,"gvalue":4};"HP flat";749;{"enchanted":false,"gvalue":513};"row_931";931;38476589992;98;98;"Malite *";"Malite *";false;91.95;"Vampire";1;6;12;"ATK flat";118;"";0;0;12;"-";"-";"-";"-";"-";"-";27;749;12;"-";"Hero";91.95
"RES";18;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"DEF%";25;{"enchanted":false,"gvalue":5};"SPD";7;{"enchanted":false,"gvalue":3};"row_932";932;38387399937;98;98;"Malite *";"Malite *";false;89.56;"Guard";2;6;12;"HP%";47;"CDmg";4;0;18;"-";17;"-";"-";25;"-";"-";"-";7;"-";"Legend";89.56
"SPD";8;{"enchanted":true,"gvalue":2};"RES";13;{"enchanted":false,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":5};"HP%";21;{"enchanted":false,"gvalue":6};"row_933";933;38438947740;98;98;"Malite *";"Malite *";false;93.45;"Guard";3;6;12;"DEF flat";118;"";0;0;13;"-";"-";"-";"-";20;"-";21;"-";8;"-";"Legend";93.45
"RES";17;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":4};"HP%";20;{"enchanted":false,"gvalue":5};"ACC";7;{"enchanted":true,"gvalue":0};"row_934";934;36740869563;98;98;"Malite *";"Malite *";false;95.06;"Energy";4;6;15;"DEF%";63;"DEF flat";19;0;17;"-";"-";7;"-";"-";"-";20;"-";14;"-";"Legend";95.06
"RES";21;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":3};"DEF%";17;{"enchanted":false,"gvalue":4};"HP%";15;{"enchanted":true,"gvalue":6};"row_935";935;33565492959;98;98;"Malite *";"Malite *";false;92.56;"Guard";5;6;12;"HP flat";1800;"";0;0;21;"-";"-";"-";"-";17;"-";15;"-";8;"-";"Hero";92.56
"HP%";23;{"enchanted":false,"gvalue":7};"RES";14;{"enchanted":false,"gvalue":0};"DEF flat";38;{"enchanted":true,"gvalue":11};"ACC";4;{"enchanted":false,"gvalue":0};"row_936";936;34382051957;98;98;"Malite *";"Malite *";false;79.11;"Guard";6;6;15;"DEF%";63;"";0;0;14;"-";"-";4;"-";"-";38;23;"-";"-";"-";"Rare";79.11
"SPD";22;{"enchanted":false,"gvalue":2};"ATK%";9;{"enchanted":false,"gvalue":3};"HP flat";603;{"enchanted":false,"gvalue":371};"RES";4;{"enchanted":false,"gvalue":0};"row_937";937;33716455270;99;99;"Fran *";"Fran *";false;79.25;"Violent";1;6;15;"ATK flat";160;"";0;0;4;"-";"-";"-";9;"-";"-";"-";603;22;"-";"Hero";79.25
"HP%";20;{"enchanted":false,"gvalue":4};"ATK flat";56;{"enchanted":true,"gvalue":18};"ACC";13;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":3};"row_938";938;33149205716;99;99;"Fran *";"Fran *";false;85.36;"Violent";2;6;15;"SPD";42;"DEF flat";17;0;"-";"-";56;13;8;"-";"-";20;"-";"-";"-";"Hero";85.36
"SPD";17;{"enchanted":false,"gvalue":2};"CDmg";7;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"DEF%";9;{"enchanted":true,"gvalue":0};"row_939";939;33501848794;99;99;"Fran *";"Fran *";false;83.63;"Will";3;6;15;"DEF flat";160;"HP%";7;0;7;7;"-";"-";"-";9;"-";"-";"-";17;"-";"Rare";83.63
"ATK%";7;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";138;{"enchanted":false,"gvalue":0};"row_940";940;36217164440;99;99;"Fran *";"Fran *";false;78.99;"Will";4;6;15;"HP%";63;"CRate";5;0;"-";"-";"-";12;7;"-";"-";"-";138;16;"-";"Hero";78.99
"HP%";18;{"enchanted":false,"gvalue":6};"ATK%";13;{"enchanted":true,"gvalue":7};"DEF%";13;{"enchanted":false,"gvalue":5};"SPD";12;{"enchanted":false,"gvalue":2};"row_941";941;32004243055;99;99;"Fran *";"Fran *";false;89.29;"Violent";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";"-";13;13;"-";18;"-";12;"-";"Legend";89.29
"DEF flat";30;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_942";942;38023442472;99;99;"Fran *";"Fran *";false;74.4;"Violent";6;6;12;"HP%";47;"ATK%";5;0;"-";"-";"-";8;"-";11;30;"-";"-";10;"-";"Hero";74.4
"SPD";15;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"row_943";943;34121062647;100;100;"Loren *";"Loren *";false;77.55;"Swift";1;6;12;"ATK flat";118;"";0;0;14;6;"-";"-";6;"-";"-";"-";"-";15;"-";"Hero";77.55
"HP%";9;{"enchanted":false,"gvalue":4};"RES";14;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":true,"gvalue":7};"row_944";944;33161865259;100;100;"Loren *";"Loren *";false;82.14;"Swift";2;6;15;"SPD";42;"";0;0;14;"-";"-";"-";14;15;"-";9;"-";"-";"-";"Hero";82.14
"HP%";10;{"enchanted":false,"gvalue":5};"SPD";21;{"enchanted":false,"gvalue":3};"DEF%";12;{"enchanted":false,"gvalue":7};"HP flat";561;{"enchanted":true,"gvalue":421};"row_945";945;34528166382;100;100;"Loren *";"Loren *";false;85.7;"Will";3;6;15;"DEF flat";160;"";0;0;"-";"-";"-";"-";"-";12;"-";10;561;21;"-";"Rare";85.7
"SPD";9;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"ATK flat";29;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_946";946;30568097586;100;100;"Loren *";"Loren *";false;65.3;"Violent";4;6;15;"HP%";63;"";0;0;"-";"-";29;"-";10;"-";"-";"-";"-";9;4;"Hero";65.3
"SPD";17;{"enchanted":false,"gvalue":0};"ATK flat";15;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"row_947";947;35717012044;100;100;"Loren *";"Loren *";false;80.95;"Swift";5;6;12;"HP flat";1800;"";0;0;12;"-";15;"-";"-";"-";"-";13;"-";17;"-";"Legend";80.95
"SPD";19;{"enchanted":false,"gvalue":3};"HP%";17;{"enchanted":false,"gvalue":5};"CDmg";6;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":true,"gvalue":4};"row_948";948;34209761993;100;100;"Loren *";"Loren *";false;94.81;"Swift";6;6;15;"ACC";64;"ATK%";6;0;"-";6;"-";"-";"-";11;"-";17;"-";19;"-";"Hero";94.81
"ACC";12;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":true,"gvalue":6};"row_949";949;34466919894;101;101;"Shamann *";"Shamann *";false;89.58;"Rage";1;6;15;"ATK flat";160;"HP%";8;0;"-";7;"-";12;11;"-";"-";"-";"-";"-";16;"Hero";89.58
"SPD";9;{"enchanted":true,"gvalue":4};"CDmg";21;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"row_950";950;33844130857;101;101;"Shamann *";"Shamann *";false;79.46;"Rage";2;6;15;"ATK%";63;"";0;0;"-";21;"-";6;"-";7;"-";"-";"-";9;"-";"Rare";79.46
"ACC";6;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":true,"gvalue":3};"CDmg";12;{"enchanted":false,"gvalue":0};"row_951";951;34085225903;101;101;"Shamann *";"Shamann *";false;76.53;"Rage";3;5;12;"DEF flat";99;"";0;0;"-";12;"-";6;"-";"-";"-";"-";"-";11;13;"Legend";76.53
"CRate";18;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":true,"gvalue":6};"SPD";16;{"enchanted":false,"gvalue":0};"row_952";952;35595888372;101;101;"Shamann *";"Shamann *";true;98.51;"Rage";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";7;18;"-";"-";"-";"-";16;18;"Legend";98.51
"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":true,"gvalue":0};"row_953";953;34625321201;101;101;"Shamann *";"Shamann *";false;78.15;"Violent";5;6;12;"HP flat";1800;"";0;0;"-";6;"-";"-";"-";6;"-";"-";"-";6;20;"Hero";78.15
"RES";8;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"row_954";954;30614703032;101;101;"Shamann *";"Shamann *";false;84.44;"Swift";6;6;15;"ATK%";63;"";0;0;8;18;"-";"-";"-";"-";"-";18;"-";"-";6;"Legend";84.44
"ATK%";17;{"enchanted":true,"gvalue":7};"CDmg";13;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":2};"RES";4;{"enchanted":false,"gvalue":0};"row_955";955;32585980361;103;103;"CHUN-LI *";"CHUN-LI *";false;93.92;"Blade";1;6;15;"ATK flat";160;"CRate";4;0;4;13;"-";"-";17;"-";"-";"-";"-";18;"-";"Hero";93.92
"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_956";956;37095022684;103;103;"CHUN-LI *";"CHUN-LI *";false;82.78;"Swift";3;6;12;"DEF flat";118;"ACC";5;0;6;12;"-";"-";"-";"-";"-";"-";"-";10;11;"Hero";82.78
"DEF%";18;{"enchanted":false,"gvalue":5};"CRate";12;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":2};"ACC";8;{"enchanted":false,"gvalue":0};"row_957";957;32449362173;103;103;"CHUN-LI *";"CHUN-LI *";false;86.61;"Swift";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";8;"-";18;"-";15;"-";"-";12;"Hero";86.61
"CDmg";6;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":2};"CRate";14;{"enchanted":false,"gvalue":0};"DEF%";9;{"enchanted":true,"gvalue":0};"row_958";958;31001211921;103;103;"CHUN-LI *";"CHUN-LI *";false;79.93;"Swift";5;6;12;"HP flat";1800;"";0;0;"-";6;"-";"-";15;9;"-";"-";"-";"-";14;"Legend";79.93
"SPD";11;{"enchanted":false,"gvalue":3};"DEF%";11;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":true,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"row_959";959;31391935608;103;103;"CHUN-LI *";"CHUN-LI *";false;74.11;"Blade";6;6;15;"ATK%";63;"";0;0;"-";"-";"-";12;"-";11;"-";"-";"-";11;4;"Legend";74.11
"SPD";15;{"enchanted":false,"gvalue":4};"RES";14;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":true,"gvalue":6};"row_960";960;33223198551;104;104;"Loren 2 *";"Loren 2 *";false;93.11;"Fight";1;6;12;"ATK flat";118;"";0;0;14;16;"-";"-";"-";"-";"-";12;"-";15;"-";"Legend";93.11
"HP flat";540;{"enchanted":true,"gvalue":239};"ACC";11;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":4};"HP%";10;{"enchanted":false,"gvalue":4};"row_961";961;34722481700;104;104;"Loren 2 *";"Loren 2 *";false;77.46;"Will";2;6;15;"SPD";42;"CRate";6;0;"-";"-";"-";11;12;"-";"-";10;540;"-";"-";"Hero";77.46
"ACC";13;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":true,"gvalue":0};"HP%";9;{"enchanted":false,"gvalue":5};"row_962";962;34988463491;104;104;"Loren 2 *";"Loren 2 *";false;64.54;"Fight";3;5;12;"DEF flat";99;"";0;0;6;9;"-";13;"-";"-";"-";9;"-";"-";"-";"Rare";64.54
"HP%";18;{"enchanted":false,"gvalue":7};"RES";7;{"enchanted":false,"gvalue":0};"ATK flat";9;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_963";963;34990603302;104;104;"Loren 2 *";"Loren 2 *";false;65.04;"Fight";4;5;13;"DEF%";40;"ACC";7;0;7;"-";9;"-";"-";"-";"-";18;"-";"-";5;"Rare";65.04
"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";4;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"row_964";964;35759801018;104;104;"Loren 2 *";"Loren 2 *";false;43.9;"Fight";5;5;0;"HP flat";270;"";0;0;"-";5;"-";"-";4;"-";"-";"-";"-";4;"-";"Hero";72.47
"ATK%";24;{"enchanted":false,"gvalue":4};"ACC";6;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":4};"RES";5;{"enchanted":false,"gvalue":0};"row_965";965;34556674566;104;104;"Loren 2 *";"Loren 2 *";false;81.25;"Will";6;6;15;"HP%";63;"";0;0;5;"-";"-";6;24;16;"-";"-";"-";"-";"-";"Hero";81.25
"CRate";6;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":5};"SPD";23;{"enchanted":false,"gvalue":3};"ATK%";14;{"enchanted":true,"gvalue":5};"row_966";966;30568901019;106;108;"Veromos *";"Homunculus - WhereMyPromo *";false;98.81;"Blade";1;6;15;"ATK flat";160;"RES";7;0;"-";"-";"-";"-";14;"-";"-";11;"-";23;6;"Hero";98.81
"CRate";7;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"row_967";967;33456869724;106;108;"Veromos *";"Homunculus - WhereMyPromo *";true;93.15;"Vampire";2;6;15;"SPD";42;"";0;0;"-";"-";"-";14;15;"-";"-";26;"-";"-";7;"Legend";93.15
"RES";6;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"HP flat";616;{"enchanted":false,"gvalue":242};"CRate";6;{"enchanted":false,"gvalue":0};"row_968";968;33521548497;106;108;"Veromos *";"Homunculus - WhereMyPromo *";false;77.89;"Violent";3;6;15;"DEF flat";160;"CDmg";7;0;6;"-";"-";"-";"-";"-";"-";"-";616;14;6;"Rare";77.89
"SPD";3;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"ACC";20;{"enchanted":false,"gvalue":0};"DEF flat";13;{"enchanted":false,"gvalue":0};"row_969";969;30065166965;106;108;"Veromos *";"Homunculus - WhereMyPromo *";false;61.59;"Violent";4;5;15;"HP%";51;"";0;0;"-";"-";"-";20;10;"-";13;"-";"-";3;"-";"Legend";61.59
"DEF flat";17;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"row_970";970;30803312981;106;108;"Veromos *";"Homunculus - WhereMyPromo *";false;80.71;"Violent";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";"-";"-";11;17;"-";"-";17;10;"Legend";80.71
"ACC";16;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"row_971";971;30641431643;106;108;"Veromos *";"Homunculus - WhereMyPromo *";false;61.17;"Violent";6;5;15;"HP%";51;"";0;0;4;"-";14;16;"-";"-";"-";"-";"-";10;"-";"Hero";61.17
"HP%";12;{"enchanted":false,"gvalue":5};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":3};"ATK%";14;{"enchanted":true,"gvalue":5};"row_972";972;34704616982;109;109;"Nyx *";"Nyx *";false;92.26;"Will";1;6;15;"ATK flat";160;"";0;0;"-";"-";"-";8;14;"-";"-";12;"-";22;"-";"Hero";92.26
"HP%";5;{"enchanted":false,"gvalue":0};"ATK flat";30;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":3};"HP flat";249;{"enchanted":false,"gvalue":0};"row_973";973;30654055802;109;109;"Nyx *";"Nyx *";false;65.89;"Swift";2;5;15;"SPD";39;"ATK%";6;0;"-";"-";30;"-";"-";17;"-";5;249;"-";"-";"Hero";65.89
"SPD";6;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"HP%";24;{"enchanted":false,"gvalue":5};"DEF%";17;{"enchanted":false,"gvalue":0};"row_974";974;33282828207;109;109;"Nyx *";"Nyx *";false;85.71;"Swift";3;6;15;"DEF flat";160;"";0;0;"-";"-";"-";7;"-";17;"-";24;"-";6;"-";"Legend";85.71
"DEF%";18;{"enchanted":false,"gvalue":8};"ACC";21;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":3};"SPD";15;{"enchanted":false,"gvalue":4};"row_975";975;34573948341;109;109;"Nyx *";"Nyx *";true;102.68;"Will";4;6;15;"HP%";63;"";0;0;"-";"-";"-";21;16;18;"-";"-";"-";15;"-";"Legend";102.68
"DEF flat";17;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"row_976";976;33415238237;109;109;"Nyx *";"Nyx *";false;75.36;"Swift";5;6;12;"HP flat";1800;"";0;0;14;"-";"-";"-";"-";"-";17;7;"-";15;"-";"Legend";75.36
"RES";10;{"enchanted":false,"gvalue":0};"ATK flat";39;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"row_977";977;34160363867;109;109;"Nyx *";"Nyx *";false;68.87;"Swift";6;6;15;"HP%";63;"";0;0;10;"-";39;"-";14;"-";"-";"-";"-";4;"-";"Legend";68.87
"SPD";10;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"row_978";978;33602853897;110;110;"Jultan *";"Jultan *";false;78.61;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";5;"-";15;"-";"-";"-";14;"-";10;"-";"Legend";78.61
"SPD";6;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_979";979;38007623280;110;110;"Jultan *";"Jultan *";false;73.51;"Despair";2;6;15;"HP%";63;"";0;0;"-";"-";"-";4;"-";17;"-";"-";"-";6;10;"Hero";73.51
"SPD";14;{"enchanted":false,"gvalue":4};"CRate";4;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":5};"DEF%";24;{"enchanted":false,"gvalue":5};"row_980";980;38084703025;110;110;"Jultan *";"Jultan *";false;97.32;"Revenge";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";24;"-";21;"-";14;4;"Legend";97.32
"SPD";20;{"enchanted":false,"gvalue":4};"RES";7;{"enchanted":false,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":7};"ATK%";14;{"enchanted":true,"gvalue":5};"row_981";981;37851699353;110;110;"Jultan *";"Jultan *";false;100.6;"Revenge";4;6;15;"HP%";63;"ACC";4;0;7;"-";"-";"-";14;21;"-";"-";"-";20;"-";"Hero";100.6
